"code_centre_interet","libelle_centre_interet","code_ogr_rome","code_rome","libelle_rome","principal"
"2","J'ai l'âme d'un chef / d'une cheffe","510305","H1532","Responsable de contrôle non destructif en industrie","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","510457","H1533","Ingénieur / Ingénieure CND END","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","240","H2204","Contremaître / Contremaîtresse en menuiserie","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","488875","H2424","Chef / Cheffe de ligne chromo en industrie textile","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","488932","H2426","Chef / Cheffe d'équipe en atelier de coupe","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","262","H2501","Chef / Cheffe d'atelier production électricité-électronique","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","263","H2502","Responsable d'unité de production industrielle","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","264","H2503","Responsable d'îlot de production","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","265","H2504","Chef / Cheffe d'équipe en industrie","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","266","H2505","Chef / Cheffe d'équipe et d'atelier textile","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","488286","H2506","Chef / Cheffe de production en industrie agroalimentaire","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","488315","H2507","Responsable de ligne de production industrielle","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","509384","H2509","Ingénieur / Ingénieure de fonderie ou de forge","non"
"2","J'ai l'âme d'un chef / d'une cheffe","509937","H2510","Directeur / Directrice de production industrielle","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","293","H3102","Conducteur / Conductrice d'installation de pâte à papier","non"
"2","J'ai l'âme d'un chef / d'une cheffe","488913","H3304","Chef / Cheffe de ligne conditionnement","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","304","I1101","Directeur / Directrice de la gestion technique des bâtiments","non"
"2","J'ai l'âme d'un chef / d'une cheffe","305","I1102","Ingénieur / Ingénieure de maintenance industrielle","non"
"2","J'ai l'âme d'un chef / d'une cheffe","306","I1103","Chef / Cheffe d'atelier après-vente des véhicules (auto, moto, VTR)","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","488930","I1105","Responsable de maintenance et d'exploitation","non"
"2","J'ai l'âme d'un chef / d'une cheffe","488788","I1107","Responsable d'atelier de mécanique parcs et jardins","non"
"2","J'ai l'âme d'un chef / d'une cheffe","509502","I1108","Chef / Cheffe d'atelier engins de chantier","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","509663","I1109","Responsable de parc de véhicules","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","509779","I1110","Chef / Cheffe d'atelier machines agricoles","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","509795","I1111","Responsable technique après-vente des véhicules","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","510299","I1112","Chef / Cheffe d'atelier engins de levage et de manutention","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","510409","I1113","Chef / Cheffe d'atelier en démontage recyclage de VHU","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","510425","I1114","Responsable de centre de contrôle technique de véhicules","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","510435","I1115","Responsable de site(s) de vente et de réparation cycles","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","510448","I1116","Responsable d'exploitation de stationnement","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","510460","I1117","Chef / Cheffe d'atelier après-vente cycles","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","510467","I1118","Responsable de site SMAVA (service multimarques de l'après-vente automobile)","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","510469","I1119","Responsable de centre de démontage recyclage des VHU","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","510024","I1206","Chef / Cheffe d'équipe en mobilier urbain et publicitaire","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","510453","I1326","Responsable d'équipe maintenance","non"
"2","J'ai l'âme d'un chef / d'une cheffe","509916","I1332","Chef / Cheffe d'atelier de maintenance industrielle","non"
"2","J'ai l'âme d'un chef / d'une cheffe","509918","I1333","Chef / Cheffe d'équipe d'installation industrielle","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","510406","I1410","Responsable Service Après-Vente -SAV- en électroménager","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","488613","I1610","Responsable atelier carrosserie","non"
"2","J'ai l'âme d'un chef / d'une cheffe","404041","J1105","Médecin coordonnateur","non"
"2","J'ai l'âme d'un chef / d'une cheffe","509415","K1216","Responsable de structure multi accueil petite enfance","non"
"2","J'ai l'âme d'un chef / d'une cheffe","509687","K1218","Responsable de maison de quartier","non"
"2","J'ai l'âme d'un chef / d'une cheffe","509696","K1219","Directeur / Directrice de centre socioculturel","non"
"2","J'ai l'âme d'un chef / d'une cheffe","510064","K1227","Directeur / Directrice technique de l'administration pénitentiaire","non"
"2","J'ai l'âme d'un chef / d'une cheffe","379","K1401","Cadre Dirigeant / Dirigeante d'administration centrale","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","381","K1403","Directeur / Directrice de structure de santé, sociale ou pénitentiaire","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","383","K1405","Préfet / Préfète","non"
"2","J'ai l'âme d'un chef / d'une cheffe","404545","K1406","Secrétaire de mairie","non"
"2","J'ai l'âme d'un chef / d'une cheffe","488293","K1407","Directeur / Directrice d'établissement médicosocial","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","488294","K1408","Responsable de secteur d'aide à domicile","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","488311","K1409","Responsable de structure sanitaire et sociale","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","489074","K1410","Directeur régional / Directrice régionale des services pénitentiaires","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","510283","K1413","Directeur / Directrice d'établissement à caractère social","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","509933","K1415","Directeur / Directrice d'établissement privé de santé","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","509935","K1416","Directeur / Directrice des services pénitentiaires d'insertion et de probation (DSPIP)","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","510156","K1420","Directeur / Directrice d'établissement pénitentiaire","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","510160","K1421","Directeur / Directrice de centre hospitalier","non"
"2","J'ai l'âme d'un chef / d'une cheffe","510263","K1422","Directeur général / Directrice générale d'établissement public","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","387","K1504","Percepteur / Perceptrice des impôts et du Trésor Public","non"
"2","J'ai l'âme d'un chef / d'une cheffe","392","K1702","Responsable de sécurité civile et de secours","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","393","K1703","Responsable Opérationnel / Opérationnelle de la défense","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","488345","K1710","Officier de police judiciaire / Officière de police judiciaire","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","488907","K1716","Chef / Cheffe de service pénitentiaire","non"
"2","J'ai l'âme d'un chef / d'une cheffe","489167","K1719","Chef / Cheffe de police municipale","non"
"2","J'ai l'âme d'un chef / d'une cheffe","510608","K1725","Responsable des opérations militaires en milieu maritime","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","510428","K1728","Régulateur / Régulatrice de secours en montagne","non"
"2","J'ai l'âme d'un chef / d'une cheffe","510475","K1731","Responsable des opérations militaires en milieu aéroterrestre","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","510599","K1732","Spécialiste des systèmes de communication opérationnels","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","510587","K1734","Spécialiste du soutien armement nucléaire","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","510597","K1736","Spécialiste de l’aide au déploiement des forces combattantes","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","510596","K1738","Spécialiste du soutien ou de la formation propulsion nucléaire","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","510013","K1910","Commissaire à la Cour des comptes","non"
"2","J'ai l'âme d'un chef / d'une cheffe","406","K2103","Chef / Cheffe d'établissement d'enseignement","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","488915","K2116","Responsable d'unité d'enseignement de la conduite de véhicule","non"
"2","J'ai l'âme d'un chef / d'une cheffe","488923","K2117","Inspecteur / Inspectrice de l'Education Nationale -IEN-","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","509370","K2120","Directeur / Directrice d'établissement d'enseignement supérieur","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","509515","K2121","Directeur / Directrice de conservatoire musique et danse","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","510184","K2144","Directeur / Directrice d'école paramédicale","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","510193","K2146","Responsable d'internat","non"
"2","J'ai l'âme d'un chef / d'une cheffe","510295","K2148","Directeur / Directrice pédagogique","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","418","K2203","Responsable de site nettoyage de locaux","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","421","K2302","Responsable de collecte de déchets","non"
"2","J'ai l'âme d'un chef / d'une cheffe","425","K2306","Responsable de site éco-industriel","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","509354","K2311","Responsable des déchets","non"
"2","J'ai l'âme d'un chef / d'une cheffe","510266","K2312","Ingénieur / Ingénieure responsable propreté nettoiement","non"
"2","J'ai l'âme d'un chef / d'une cheffe","509398","K2315","Inspecteur / Inspectrice de salubrité publique","non"
"2","J'ai l'âme d'un chef / d'une cheffe","510065","K2316","Responsable d'usine de production d'eau potable","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","509680","K2322","Technicien / Technicienne en traitement des eaux","non"
"2","J'ai l'âme d'un chef / d'une cheffe","509682","K2323","Responsable propreté urbaine","non"
"2","J'ai l'âme d'un chef / d'une cheffe","404547","K2403","Biostatisticien / Biostatisticienne","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","429","K2502","Responsable sécurité de site","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","488622","K2505","Enquêteur privé / Enquêtrice privée","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","509934","L1210","Orchestrateur / Orchestratrice","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","445","L1304","Premier assistant réalisateur / Première assistante réalisatrice","non"
"2","J'ai l'âme d'un chef / d'une cheffe","489569","L1305","Directeur / Directrice artistique spectacle","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","509920","L1306","Réalisateur / Réalisatrice audiovisuel","non"
"2","J'ai l'âme d'un chef / d'une cheffe","510423","L1308","Directeur / Directrice de production audiovisuelle et cinéma","non"
"2","J'ai l'âme d'un chef / d'une cheffe","455","L1509","Régisseur / Régisseuse de production","non"
"2","J'ai l'âme d'un chef / d'une cheffe","489065","L1512","Régisseur / Régisseuse de spectacles","non"
"2","J'ai l'âme d'un chef / d'une cheffe","510478","L1514","Chef opérateur / Cheffe opératrice image","non"
"2","J'ai l'âme d'un chef / d'une cheffe","509678","L1517","Chef coiffeur / Cheffe coiffeuse spectacle","non"
"2","J'ai l'âme d'un chef / d'une cheffe","509826","L1520","Concepteur / Conceptrice de costumes","non"
"2","J'ai l'âme d'un chef / d'une cheffe","509676","L1524","Chef décorateur / Cheffe décoratrice spectacle","non"
"2","J'ai l'âme d'un chef / d'une cheffe","510149","L1525","Chef / Cheffe machiniste spectacle","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","510180","L1527","Chef constructeur / Cheffe constructrice en décors","non"
"2","J'ai l'âme d'un chef / d'une cheffe","462","M1205","Directeur / Directrice des services administratifs et financiers","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","463","M1206","Responsable comptabilité","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","464","M1207","Trésorier / Trésorière","non"
"2","J'ai l'âme d'un chef / d'une cheffe","510639","M1211","Expert-comptable / Experte-comptable","non"
"2","J'ai l'âme d'un chef / d'une cheffe","510433","M1216","Secrétaire général / Secrétaire générale","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","510284","M1217","Intendant / Intendante d'établissement scolaire (lycée, collège...)","non"
"2","J'ai l'âme d'un chef / d'une cheffe","509791","M1218","Directeur / Directrice de l'environnement de travail","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","509898","M1223","Chef / Cheffe des services administratifs et financiers","oui"
"2","J'ai l'âme d'un chef / d'une cheffe","465","M1301","Dirigeant / Dirigeante d'entreprise privée","non"
"2","J'ai l'âme d'un chef / d'une cheffe","466","M1302","Responsable de Petite ou Moyenne Entreprise -PME-","oui"
