"code_rome","code_compo_bloc","libelle_type_texte","position_phrase","libelle_texte"
"A1406","4","acces_metier","1","Cet emploi est accessible avec une qualification et une expérience confirmée de la pêche et de la navigation. Les certifications maritimes complémentaires permettent l''accès à des bateaux de tailles et de tonnages différents.  Ces qualifications peuvent être acquises tout au long de la carrière et permettre une évolution professionnelle ou une navigation sur différentes zones (pêche côtière, pêche au large ou grande pêche).  La pratique d''une langue étrangère, en particulier l''anglais, peut être requise."
"A1407","3","definition","1","L''éleveur ou éleveuse de bovins, assure les soins nécessaires à la conduite de l''élevage en fonction des objectifs de production et dans le respect du bien-être animal."
"A1407","3","definition","2","Gère et surveille la santé et le développement des bovins au quotidien"
"A1407","3","definition","3","Assure l''alimentation et l''hydratation des animaux selon leurs besoins spécifiques"
"A1407","3","definition","4","Réalise les opérations de reproduction et suit le développement des veaux"
"A1407","3","definition","5","Maintient les installations et les équipements d''élevage en bon état"
"A1407","3","definition","6","Commercialise les produits issus de l''élevage, tels que la viande et le lait"
"A1407","3","definition","7","Peut cultiver les plantes destinées à l''alimentation des animaux (fourrages, céréales, ...)"
"A1407","3","definition","8","Peut encadrer une équipe et gérer une activité"
"A1407","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau BP à Bac +2 dans le domaine de l''agriculture, élevage ou productions animales ou gestion et exploitation d''entreprise agricole."
"A1407","4","acces_metier","2","Une spécialisation via un Certificat de Spécialisation en élevage bovin peut être demandée."
"A1408","3","definition","1","L''Éleveur d''animaux sauvages élève et soigne des animaux dans un environnement contrôlé ou semi-naturel en fonction des objectifs de production et dans le respect du bien-être animal."
"A1408","3","definition","2","Surveille la croissance et le développement des animaux"
"A1408","3","definition","3","Assure l''entretien des lieux d''élevage, des installations et des équipements"
"A1408","3","definition","4","Surveille la santé des animaux at collabore avec des vétérinaires pour administrer des traitements préventifs et curatifs"
"A1408","3","definition","5","Commercialise les produits issus de l''élevage en valorisant leur origine et leurs spécificités"
"A1408","3","definition","6","Peut sensibiliser le public et les visiteurs sur les comportements et besoins spécifiques des animaux sauvages"
"A1408","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac à Bac +3 dans le domaine de l''agriculture, de l''élevage ou  de gestion d''une exploitation agricole."
"A1408","4","acces_metier","2","Un Certificat de capacité pour l''élevage d''animaux non domestiques, délivré par le Ministère de l''Agriculture ou le Ministère de l''Environnement, est obligatoire pour l''élevage d''animaux sauvages."
"A1409","3","definition","1","L''Aviculteur / Avicultrice produit des volailles pour la consommation de viande, la production d''œufs ou d''autres produits dérivés."
"A1409","3","definition","2","Élève et soigne les volailles dans le respect du bien-être et de la santé des animaux"
"A1409","3","definition","3","Gère l''alimentation et l''hygiène quotidienne des volailles"
"A1409","3","definition","4","Surveille la santé des animaux et administre les traitements nécessaires"
"A1409","3","definition","5","Assure le suivi des naissances et la croissance des volailles"
"A1409","3","definition","6","Maintient et nettoie les installations d''élevage"
"A1409","3","definition","7","Commercialise les produits de l''élevage, tels que les œufs ou la viande"
"A1409","4","acces_metier","1","Cet emploi est accessible avec un Brevet Professionnel Agricole ou un Bac Professionnel en conduite et gestion d''entreprise agricole."
"A1410","3","definition","1","L''Éleveur / Éleveuse d''ovins, veille au bien-être, à la santé et à la reproduction de son troupeau."
"A1410","3","definition","2","Élève et soigne les ovins pour la production de laine, de viande et de lait"
"A1410","3","definition","3","Gère les pâturages pour assurer une alimentation adéquate et un environnement sain pour les animaux"
"A1410","3","definition","4","Surveille la santé des animaux et administre les traitements nécessaires"
"A1410","3","definition","5","Participe à la reproduction des troupeaux pour garantir la pérennité de l''élevage"
"A1410","3","definition","6","Commercialise les produits de l''élevage"
"A1410","3","definition","7","Maintient et améliore les installations d''élevage pour optimiser les conditions de vie des ovins"
"A1410","4","acces_metier","1","Cet emploi est accessible sans qualification particulière, mais des formations spécifiques comme le Brevet Professionnel Agricole (BPA), le Brevet de Technicien Supérieur Agricole (BTSA) ou un Bac Professionnel en conduite et gestion de l''exploitation agricole peuvent être un atout. Un Certificat de Spécialisation en élevage ovin ou caprin peut également être pertinent. Le Certificat de transport d''animaux vivants, bien que proposé, n''est pas obligatoire."
"A1411","3","definition","1","L''Éleveur de porcins, contribue à la pérennité de son élevage tout en étant garant de la qualité des produits et du bien-être animal."
"A1411","3","definition","2","Gère et surveille la santé et le bien-être des porcs au sein de l''exploitation"
"A1411","3","definition","3","Assure l''alimentation et le suivi sanitaire des animaux"
"A1411","3","definition","4","Maintient les installations et les équipements d''élevage en bon état pour assurer un environnement sécurisé"
"A1411","3","definition","5","Réalise le suivi de la reproduction et la gestion des naissances selon les objectifs de production"
"A1411","3","definition","6","Respecte et applique les réglementations en vigueur relatives à l''élevage porcin, notamment en matière de traçabilité et de bien-être animal"
"A1411","3","definition","7","Peut participer à la commercialisation des porcs et à la gestion des relations avec les fournisseurs et clients"
"A1411","4","acces_metier","1","Cet emploi est accessible avec une formation de niveau Bac à Bac +2 dans le domaine de l''agriculture, l''élevage ou la gestion et l''exploitation d''entreprise agricole."
"A1412","3","definition","1","Le fromager, artisan du goût, valorise  le patrimoine fromager et les méthodes de production artisanales."
"A1412","3","definition","2","Réalise la fabrication et l''affinage de fromages dans le respect des règles d''hygiène et de sécurité alimentaire"
"A1412","3","definition","3","Conditionne les fromages et gère les stocks selon les conditions de conservation"
"A1412","3","definition","4","Conseille les clients sur le choix des fromages et les accords avec d''autres produits"
"A1412","3","definition","5","Participe à la création de nouveaux fromages et à l''amélioration des recettes existantes"
"A1412","3","definition","6","Peut vendre des produits laitiers complémentaires et organiser des dégustations"
"A1412","3","definition","7","Peut gérer son élevage laitier"
"A1412","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau CAP à Bac dans le domaine agro-alimentaire."
"A1412","4","acces_metier","2","Des formations complémentaires en hygiène et sécurité alimentaires peuvent être requises."
"A1413","3","definition","1","Le Brasseur de bière, artisan de la saveur et de la tradition, conçoit et produit des bières selon des recettes et des procédés spécifiques."
"A1413","3","definition","2","Contrôle la qualité des matières premières et des produits finis"
"A1413","3","definition","3","Gère les stocks de matières premières et de produits finis"
"A1413","3","definition","4","Assure la maintenance de premier niveau des équipements de brasserie"
"A1413","3","definition","5","Respecte les normes d''hygiène et de sécurité alimentaire"
"A1413","3","definition","6","Peut développer de nouvelles recettes de bière"
"A1413","3","definition","7","Peut animer une équipe et gérer l''activité de l''entreprise"
"A1413","4","acces_metier","1","Pour devenir brasseur, plusieurs parcours sont envisageables. Aucune certification proposée n''est obligatoire. Cependant, un Certificat de Qualification Professionnelle (CQP) brasseur ou des formations de niveau Bac ou Bac+2 telles qu''un Brevet Professionnel de la brasserie permettent d''accéder à ce métier. Pour ceux visant des postes plus spécialisés, un diplôme d''ingénieur en génie des procédés de fermentation (Bac+5) est recommandé."
