"code_ogr","nature","libelle_competence","definition","code_ogr_macro_comp","code_macro_comp","cat_comp","sous_cat_comp","transition_eco","transition_num","libelle_heterogeneite","libelle_origine"
"103003","Compétence","Contrôler la conformité de l'épreuve par rapport à la commande","","300256","","Savoir-faire","Technique expert","","N","",""
"103011","Compétence","Suivre et analyser les résultats d'une campagne de communication","","300311","","Savoir-faire","Technique expert","","N","",""
"103023","Compétence","Réaliser le bilan des actions de communication","","300241","","Savoir-faire","Technique expert","","N","",""
"103084","Compétence","Aménager un espace de spectacle (plateau cinéma, scène de théâtre, ...)","","300293","","Savoir-faire","Technique","","N","",""
"103085","Compétence","Concevoir l'aménagement d'espaces","","300190","","Savoir-faire","Technique","","N","",""
"103086","Compétence","Concevoir l'aménagement d'espaces de cuisines et de salles de bains","","300291","","Savoir-faire","Technique","","N","",""
"103087","Compétence","Concevoir l'aménagement de scènes de spectacles (théâtre, plateaux télévision, cinéma)","","300293","","Savoir-faire","Technique","","N","",""
"103097","Compétence","Réaliser les prélèvements d'échantillons, les mesures d'eau, d'air, de poussières et analyser les résultats","","300078","","Savoir-faire","Technique","","N","",""
"103098","Compétence","Repérer et identifier des risques sanitaires et environnementaux","","300301","","Savoir-faire","Technique expert","O","N","",""
"103107","Compétence","Procéder à un diagnostic amiante","","300301","","Savoir-faire","Technique expert","O","N","",""
"103109","Compétence","Procéder à un diagnostic gaz","","300300","","Savoir-faire","Technique expert","O","N","",""
"103111","Compétence","Procéder à un diagnostic plomb","","300301","","Savoir-faire","Technique expert","O","N","",""
"103122","Compétence","Réaliser ou modifier les schémas, les épures, les plans des ouvrages, des installations, des aménagements selon les normes et les évolutions de contraintes","","300069","","Savoir-faire","Technique","","N","",""
"103150","Compétence","Participer à l'élaboration de dossiers administratifs (permis de construire par exemple)","","300184","","Savoir-faire","Technique","","N","",""
"103153","Compétence","Définir et coordonner la mise en oeuvre de méthodes et procédés de recherche, prospections, études de sols, sous-sols","","300146","","Savoir-faire","Technique expert","","N","",""
"103154","Compétence","Déterminer et faire évoluer les moyens techniques et les outils d'exploration des sols et sous-sols","","300191","","Savoir-faire","Technique","","N","",""
"103157","Compétence","Interpréter les relevés géologiques de sols, sous-sols, roches et étudier les caractéristiques (étendues, compositions, géométrie, etc.)","","300124","","Savoir-faire","Technique expert","N","N","",""
"103196","Compétence","Sélectionner les moyens et les méthodes à mettre en oeuvre et planifier les opérations de chantier","","300146","","Savoir-faire","Technique expert","","N","",""
"103199","Compétence","Superviser et contrôler l'exécution d'études, de documents et de plans de détails confiés aux bureaux d'études","","300487","","Savoir-faire","Technique expert","","N","",""
"103219","Compétence","Réaliser un relevé d'intérieur et de façade d'un ouvrage existant et déterminer le périmètre et la surface","","300130","","Savoir-faire","Technique","","N","",""
"103222","Compétence","Réaliser des études et des documents fonciers et établir ou modifier des plans d'architecture (segmentation des surfaces, remembrement, etc.)","","300290","","Savoir-faire","Technique","","N","",""
"103308","Compétence","Surveiller et contrôler le chargement des matériaux (répartition, poids, ...) par rapport aux spécificités de l'engin","","300258","","Savoir-faire","Technique expert","","N","",""
"103309","Compétence","Manœuvrer l'engin en fonction du terrain (nature du sol, dénivelé, risques, ...)","","300264","","Savoir-faire","Technique","","N","",""
"103310","Compétence","Taluter les sols ou décaper les talus et les accotements (végétation, ...) sur le lieu d'une tranchée prévue","","300219","","Savoir-faire","Technique","","N","",""
"103314","Compétence","Redonner un aspect naturel au chantier terminé (remblais, surface, ...)","","300240","","Savoir-faire","Technique","","N","",""
"103346","Compétence","Surveiller les paramètres de forage et de pompage et détecter les anomalies et dysfonctionnements (pression, vitesse, débit, ...)","","300242","","Savoir-faire","Technique expert","","N","",""
"103369","Compétence","Abattre le front de taille par explosion ou par opérations mécaniques","","300288","","Savoir-faire","Technique","","N","",""
"103408","Compétence","Réaliser l'isolation et l'étanchéité de la toiture, terrasse","","300225","","Savoir-faire","Technique","","N","",""
"103418","Compétence","Réaliser un essai d'assemblage en atelier et ajuster (dimensions, ponçage ...) chaque pièce","","300138","","Savoir-faire","Technique","","N","",""
"103428","Compétence","Réaliser des opérations de vernissage","","300214","","Savoir-faire","Technique","","N","",""
"103449","Compétence","Réaliser des opérations d'étanchéité (calfatage, lattes de bois, application, masticage, ...) sur les bateaux","","300225","","Savoir-faire","Technique","","N","",""
"103450","Compétence","Réaliser des opérations de mise en place et réglages d'équipements techniques de pont, de manoeuvre, de sécurité (mâts, gréement, appareil à gouverner, ...) sur les bateaux","","300272","","Savoir-faire","Technique","","N","",""
"103452","Compétence","Réaliser des opérations de pose d'équipements techniques de réseaux sur les bateaux","","300228","","Savoir-faire","Technique","","N","",""
"103453","Compétence","Réaliser des opérations de stratification de renforts et pose d'isolants sur les bateaux","","300225","","Savoir-faire","Technique","","N","",""
"103481","Compétence","Réaliser des plafonds","","300221","","Savoir-faire","Technique","","N","",""
"103483","Compétence","Réaliser des éléments courbes, cintrés","","300234","","Savoir-faire","Technique","","N","",""
"103495","Compétence","Réaliser et poser des chemins de câbles et des conduits électriques en apparent ou en encastré","","300220","","Savoir-faire","Technique","","N","",""
"103514","Compétence","Vérifier les pressions et températures, les échanges de chaleur, ... et ajuster les réglages","","300242","","Savoir-faire","Technique expert","","N","",""
"103515","Compétence","Réaliser les saignées et les creusements divers","","300131","","Savoir-faire","Technique","","N","",""
"103531","Compétence","Réaliser et fixer des huisseries, encadrements et montants","","300223","","Savoir-faire","Technique","","N","",""
"103547","Compétence","Hisser, fixer et régler un câble et ses accessoires","","300228","","Savoir-faire","Technique","","N","",""
"103552","Compétence","Rechercher l'origine des pannes et identifier les solutions de réparation","","300185","","Savoir-faire","Technique","","N","",""
"103564","Compétence","Identifier la nature du support à enduire, à recouvrir et vérifier son état","","300131","","Savoir-faire","Technique","","N","",""
"103566","Compétence","Préparer la peinture","","300211","","Savoir-faire","Technique","","N","",""
"103592","Compétence","Réaliser l'étanchéité de l'ensemble support et châssis et poser les mousses de polyuréthane, joints, bandes adhésives, cornières, etc","","300214","","Savoir-faire","Technique","","N","",""
"103628","Compétence","Identifier la nature des produits et enduits et en déterminer la quantité","","300152","","Savoir-faire","Technique","","N","",""
"103644","Compétence","Repérer les particularités du montage de la toiture d'origine","","300185","","Savoir-faire","Technique","","N","",""
"103655","Compétence","Poser des ardoises","","300228","","Savoir-faire","Technique","","N","",""
"103659","Compétence","Poser des panneaux solaires","","300228","","Savoir-faire","Technique","O","N","",""
"103668","Compétence","Réparer ou modifier des éléments maçonnés","","300178","","Savoir-faire","Technique","","N","",""
"103711","Compétence","Réaliser des opérations de montage à joints secs","","300138","","Savoir-faire","Technique","","N","",""
"103712","Compétence","Réaliser des opérations de montage au mortier","","300138","","Savoir-faire","Technique","","N","",""
"103713","Compétence","Réaliser des opérations de montage au sol, aux murs en intérieur","","300138","","Savoir-faire","Technique","","N","",""
"103715","Compétence","Réaliser des opérations de montage en façade","","300138","","Savoir-faire","Technique","","N","",""
"103722","Compétence","Concevoir des cheminées","","300075","","Savoir-faire","Technique","","N","",""
"103726","Compétence","Concevoir des éléments de décor","","300234","","Savoir-faire","Technique","","N","",""
"103728","Compétence","Concevoir des cadrans solaires","","300075","","Savoir-faire","Technique","","N","",""
"103731","Compétence","Sécher les surfaces","","300217","","Savoir-faire","Technique","","N","",""
"103732","Compétence","Réserver des ouvertures et éléments d'ouvrage prévus (exutoire de désenfumage, aération, ...)","","300223","","Savoir-faire","Technique","","N","",""
"103742","Compétence","Réaliser la pose de réseaux de canalisations, fourreaux d'évacuation, branchements","","300228","","Savoir-faire","Technique","","N","",""
"103758","Compétence","Remblayer l'excavation et compacter les tranchées","","300219","","Savoir-faire","Technique","","N","",""
